,title,Mean,Count
22,"Tripp Lite 8 Outlet Surge Protector Power Strip, 10ft Cord, Right-Angle Plug, Tel/Modem/Coax/Ethernet Protection, RJ11, RJ45, &amp; $250,000 INSURANCE (TLP810NET)",4.875,64.0
23,"Tripp Lite 6 Outlet Surge Protector Power Strip, 2ft Cord, &amp; $2,500 INSURANCE (TLP602)",4.875,32.0
24,"iPhone Charger Syncwire Lightning Cable - [Apple MFi Certified] - 3.3ft/1m for iPhone Xs, Xs Max, XR, X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE, 5s, 5c, 5, iPad Mini/Air / Pro - White",4.861111111111111,36.0
25,OP/TECH USA Soft Pouch Digital D-M 4/3 (Black),4.857142857142857,28.000000000000004
26,"Monoprice Certified Premium HDMI Cable - Black - 3 Feet | 4K@60Hz, HDR, 18Gbps, 28AWG, YUV 4:4:4",4.857142857142857,21.0
27,"Bluedio T3 Extra Bass Bluetooth Headphones On Ear with Mic, 57mm Driver Folding Wireless Headset, Wired and Wireless Headphones for Cell Phone/TV/ PC Gift (Red)",4.833333333333333,12.0
28,"MOSISO PU Leather Case Only Compatible MacBook Air 13 Inch A1466/A1369 (Older Version Release 2010-2017), Premium Quality Book Folio Protective Stand Cover Sleeve, Black",4.833333333333333,12.0
29,ZAGG InvisibleShield Original Screen Protector (Wet Apply) for Apple iPad Air/ iPad Air 2,4.833333333333333,12.0
30,"mCover iPearl Hard Shell Case with FREE keyboard cover for 15-inch Model A1398 MacBook Pro (with 15.4-inch Retina Display, with or without Force Touch Trackpad) - PINK",4.833333333333333,12.0
31,"Fintie iPad Pro 9.7 Case - 360 Degree Rotating Case with Smart Stand Cover Auto Sleep/Wake Feature for Apple iPad Pro 9.7 inch (2016 Version), Balck",4.818181818181818,11.0
32,"MacBook Air 13 Inch Case, Lacdo Laptop Hard Case Shell Cover Screen Protector Keyboard Skin Compatible MacBook Air 13.3&quot; (Model A1466 &amp; A1369) Notebook Protective, Crystal Clear",4.818181818181818,11.0
33,Sennheiser HD 600 Open Back Professional Headphone,4.8,20.0
34,"Inateck 12.3 Inch Sleeve Compatible Microsoft New Surface Pro 2018, Surface Pro 6/5/4/3 Sleeve Carrying Case Laptop Tablet Bag Briefcase - Dark Gray",4.8,15.0
35,"Amcrest ProHD Outdoor 4 Megapixel POE Bullet IP Security Camera - IP67 Weatherproof, 4MP (2688 TVL), IP4M-1025E (White)",4.8,10.0
36,"EATON CHSPT2ULTRA Ultimate Surge Protection 3rd Edition, 2.38&quot; Length, 5.25&quot; Width 7.5&quot; Height",4.8,10.0
37,"SUPCASE Fire 7 Case, [Heavy Duty] Case for 2015 Release Amazon Fire 7 Tablet [Unicorn Beetle PRO Series] Rugged Hybrid Protective Cover w Builtin Screen Protector Bumper (White/Gray)",4.8,10.0
38,Pelican 1510 Case With Foam (Black),4.7894736842105265,76.0
39,"Ipad 2/3/4 Case, Kidspr Ipad CaseNewHot Super Protect [Shockproof] [Rainproof] [Sandproof] with Built-in Screen Protector for Apple Ipad 2/3/4 (Black/Black)",4.785714285714286,14.0
40,"Anker Tempered Glass Screen Protector for New iPad 9.7 in (2018/2017) / iPad Air 2 / iPad Pro 9.7 in/iPad Air Screen Protector, with Retina Display, Anti-Scratch, Easy to Clean, Easy Installation",4.78125,32.0
41,Lacdo Shockproof External USB CD DVD Writer Blu-Ray &amp; External Hard Drive Neoprene Protective Storage Carrying Sleeve Case Pouch Bag With Extra Storage Pocket for Apple MD564ZM/A USB 2.0 SuperDrive / Apple Magic Trackpad / SAMSUNG SE-208GB SE-208DB SE-218GN SE-218CB / LG GP50NB40 GP60NS50 / ASUS External DVD Drives (Red),4.777777777777778,18.0
42,"Anker iPhone Charger, Powerline Lightning Cable (3ft), MFi Certified for iPhone Xs/XS Max/XR/X / 8/8 Plus / 7/7 Plus / 6/6 Plus / 5s / iPad, and More (Space Gray)",4.76,25.0
43,"Tripp Lite 1 Outlet Portable Surge Protector Power Strip, Direct Plug In, $5,000 INSURANCE (SPIKECUBE)",4.757575757575758,132.0
44,"Lacdo 11-11.6 Inch Water Resistant Laptop Sleeve Case Compatible 12 Inch New MacBook with Retina Display | MacBook Air 11.6 | Surface Pro 5, 4, 3 | Acer Dell HP Samsung Chromebook Tablet Bag, Black",4.75,16.0
45,"TRIPP LITE IBAR4-6D Isobar 4 Wide Spaced Outlet Surge Protector Power Strip, 6ft Cord Right Angle Plug, $50K INSURANCE (IBAR4)",4.75,16.0
46,"Tripp Lite 1 Outlet Portable Surge Protector Power Strip, Direct Plug In, Tel/Modem Protection, $10,000 INSURANCE (TRAVELCUBE)",4.75,16.0
47,"AUKEY Lightning Cable, 3.95ft Nylon Braided [Apple MFi Certified] for iPhone 7, 7 Plus, 6, 6S, 6 Plus, iPad Pro and More",4.75,12.0
48,LifeProof N&Uuml;&Uuml;D SERIES for iPad Pro 9.7&quot; (not made for 2017 5th Gen 9.7) - Retail Packaging - BLACK,4.75,12.0
49,OMOTON Ultra Clear 9H Hardness Tempered-Glass Screen Protector for New iPad 2018 &amp; 2017 9.7&quot; / iPad Pro 9.7 Inch / iPad Air 2 / iPad Air,4.75,12.0
50,"Solo Conquer 15.6 Inch Expandable Laptop Messenger, Black",4.75,12.0
51,Ubiquiti Networks Enterprise AP Unifi,4.739130434782608,23.0
52,"Altura Photo Medium Neoprene Pouch Bag for DSLR Camera Lens (Canon, Nikon, Pentax, Sony, Olympus, Panasonic)",4.7317073170731705,41.0
53,OtterBox DEFENDER SERIES Case for iPad Pro (10.5&quot; - 2017 version) - Retail Packaging - BLACK,4.7272727272727275,22.0
54,"Belkin 6-Outlet Pivot-Plug Wall Mount Power Strip Surge Protector, 1080 Joules (BP106000)",4.714285714285714,42.0
55,"iPhone SE Case, iPhone 5s Case, New Trent Trentium Rugged Protective Durable iPhone 5 Case for The Apple iPhone 5s/5/SE w/Screen Protector 3 Back Plates - Black Silver Gold",4.714285714285714,14.0
56,"12.9-14 Inch Laptop/Tablet Sleeve Evecase Diamond Foam Splash Shock Resistant Neoprene Sleeve Bag for for Notebook Chromebook, Ultrabook, Macbook Pro/Air 13.3 / iPad Pro 12.9 Tablet - Black",4.709677419354839,31.0
57,Ubiquiti Unifi Ap-AC Long Range - Wireless Access Point - 802.11 B/A/G/n/AC (UAP-AC-LR-US),4.709090909090909,55.0
58,OtterBox Defender Series Case for iPad Pro (10.5&quot; - 2017 Version) - Retail Packaging - Vinyasa (Rosmarine/Plum Haze),4.705882352941177,17.0
59,"iPad Air Case, SUPCASE Heavy Duty Beetle Defense Series Full-body Rugged Hybrid Protective Case Cover with Built-in Screen Protector for Apple iPad Air (Black/Black, not fit iPad Air 2)",4.7,20.0
60,"ESR iPad Pro 9.7 Case, [Corner Protection] Soft TPU Bumper Edge Slim Fit Leather Smart Case Cover with Auto Sleep/Wake Compatible for Apple iPad Pro 9.7 inch (2016 Edition)_Rose Gold",4.7,10.0
61,"Fintie iPad Pro 9.7 Case, Premium Vegan Leather Folio [Slim Fit] Standing Smart Protective Cover with Auto Sleep/Wake Feature for Apple iPad Pro 9.7 Inch 2016 Release Tablet, Black",4.7,10.0
62,"KOZMICC CR-6155B 14-14.1&quot; Laptop Sleeve Portable Case Bag Handle Pouch Cover for Dell, HP, Acer, Asus, Lenovo, Samsung",4.7,10.0
63,"MOSISO Polyester Fabric Sleeve Case Cover Laptop Shoulder Briefcase Bag Compatible 13-13.3 Inch MacBook Pro, MacBook Air, Ultrabook Netbook Tablet, Black &amp; Hot Blue",4.7,10.0
64,Square D by Schneider Electric HEPD80 Home Electronics Protective Device,4.7,10.0
65,Ubiquiti UniFi UAP AC Long Range UAP-AC-LR Single Unit U.S. Version,4.7,10.0
66,"Wansview Wireless Security Camera, WiFi Home Monitor Surveillance Camera for Baby/Elder/ Pet/Nanny Monitor, Pan/Tilt, Two-Way Audio &amp; Night Vision Q3(Black)",4.7,10.0
67,"eBags Professional Slim Laptop Backpack for Travel, School &amp; Business - Fits 17&quot; Laptop - Anti-Theft - (Solid Black)",4.7,10.0
68,Samsung 850 EVO 250GB 2.5-Inch SATA III Internal SSD (MZ-75E250B/AM),4.6923076923076925,26.0
69,VideoSecu One Pair of Side Clamping Bookshelf Speaker Mounting Bracket with Swivel and Tilt for Large Surrounding Sound Speakers MS56B 3LH,4.6923076923076925,13.0
70,Inateck 13-13.3 Inch MacBook Air/ Retina Macbook Pro/ 12.9 Inch iPad Pro Sleeve Case Cover Ultrabook Netbook Carrying Case Protector Bag - Light Gray,4.6875,16.0
71,"Anker SoundCore Sport XL Outdoor Portable Bluetooth Speaker - 16W Output and 2 Subwoofers, IP67 Waterproof Weatherproof Shockproof, 66ft Bluetooth Range, 15H Playtime, Built-in Mic, USB Charging Port",4.684210526315789,19.0
72,"amFilm iPad 9.7 Screen Protector Tempered Glass for Apple iPad 9.7&quot; (2018, 2017)/iPad Pro 9.7 Inch/iPad Air/iPad Air 2, New iPad 5th, 6th Gen, Apple Pencil Compatible",4.681818181818182,22.0
73,"MoKo iPad Mini 3 / 2 / 1 Case, Slim-Fit Cover Case for Apple iPad Mini 1 (2012) / iPad Mini 2 (2013) / iPad Mini 3 (2014), BLUE (Will not fit iPad Mini 4)",4.666666666666667,18.0
74,Galaxy Tab A 8.0 (2015) Case - Poetic TurtleSkin Series[Corner Protection][Tactile Side Grip][Sound-Amplification][Bottom Air Vents] Protective Silicone Case for Samsung Galaxy Tab A 8.0 (2015),4.666666666666667,14.999999999999998
75,"Cheetah APTMM2B TV Wall Mount for 20-70&quot; TVs up to VESA 600 and 165lbs, and fits 16&rdquo; And 24&rdquo; Wall Studs, and includes a Tilt TV Bracket, a 10' Twisted Veins HDMI Cable and a 6&quot; 3-Axis Magnetic Bubble Level",4.666666666666667,12.0
76,"Legrand - Wiremold CMK50 Cord Mate II Kit- Raceways Cord Management Kit to Hide Cables, Cords, or Wires- 4 Channels, White",4.666666666666667,12.0
77,"Panasonic Over-the-Ear Stereo Headphones RP-HT227 (Black &amp; Silver) Integrated Volume Controller, Travel-Fold Design",4.666666666666667,12.0
78,Pelican Micro Case Waterproof Container,4.666666666666667,12.0
79,StarTech 15-Feet USB 2.0 A to B Cable - M/M (USB2HAB15),4.666666666666667,12.0
80,"APC 11-Outlet Surge Protector Power Strip with USB Charging Ports, 2880 Joules, SurgeArrest Home/Office (P11U2)",4.655172413793103,29.0
81,"Belkin Single Outlet MasterCube Wall-Mount Surge Protector, 1045 Joules (F9H120-CW)",4.647058823529412,136.0
82,"Fintie Slim Shell Case for Samsung Galaxy Tab S2 9.7 - Ultra Lightweight Protective Stand Cover with Auto Sleep/Wake Feature for Samsung Galaxy Tab S2 9.7 Inch Tablet, Black",4.647058823529412,17.0
83,"Tech Armor iPad Air Glass Screen Protector, Premium Ballistic Glass Apple iPad Air/Air 2 / NEW iPad 9.7 (2017) Screen Protectors [1]",4.647058823529412,17.0
84,"11~11.6 inch Laptop Tablet Case, Evecase Universal Fabric Neoprene Messenger Tote Shoulder Bag for Tablet 12.9inch and Chromebook up to 12 inch size",4.642857142857143,13.999999999999998
85,"IOGEAR Universal Ethernet to Wi-Fi N Adapter for Home or Office, GWU627",4.642857142857143,13.999999999999998
86,Monoprice 6 Outlet Slim Surge Protector Power Strip - White - 3ft Cord | UL Rated 540 Joules With Power/Circuit Breaker Switch,4.642857142857143,13.999999999999998
87,"EVGA SuperNOVA 1000 P2, 80+ PLATINUM 1000W, Fully Modular, EVGA ECO Mode, 10 Year Warranty, Includes FREE Power On Self Tester, Power Supply 220-P2-1000-XR",4.636363636363637,11.0
88,Edifier R1280T Powered Bookshelf Speakers - 2.0 Active Near Field Monitors - Studio Monitor Speaker - Wooden Enclosure - 42 Watts RMS,4.636363636363637,11.0
89,"Opolar LC05 Laptop Cooler with Vacuum Fan (Rapid Cooling, Auto-Temp Detection, 13 Wind Speed, Unique Clamp Design, Compatible with Cooling Pads)",4.636363636363637,11.0
90,OtterBox PROFILE SERIES Slim Case for iPad Mini 1/2/3 - Retail Packaging - MIDNIGHT MERLOT (GUNMETAL GREY/MERLOT),4.636363636363637,11.0
91,TP-Link AC1900 Desktop Wi-Fi Range Extender w/ Touchscreen Interface (RE590T),4.636363636363637,11.0
92,"MoKo Case for Fire 2015 7 inch - Slim Folding Cover for Amazon Fire Tablet (7 inch Display - Previous 5th Generation, 2015 Release Only), Black",4.631578947368421,19.0
93,ViewHD 2 Port 1x2 Powered HDMI Mini Splitter for 1080P &amp; 3D | Model: VHD-1X2MN3D,4.631578947368421,19.0
94,Tripp Lite 6 Outlet Surge Protector Power Strip 6ft Cord 790 Joules LED &amp; INSURANCE (TLP606),4.625,32.0
95,"AmazonBasics 6-Outlet Surge Protector Power Strip 2-Pack, 200 Joule",4.625,24.0
96,TP-Link AC1200 Wi-Fi Range Extender w/ Gigabit Ethernet Port (RE355),4.625,16.0
97,"abode Connected Home Security &amp; Automation Starter Kit, Compatible with Alexa",4.625,16.0
98,"GE Personal Security Window/Door Alarm, DIY Home Protection, Burglar Alert, Magnetic Sensor, Off/Chime/Alarm, Easy Installation, Ideal for Home, Garage, Apartment, Dorm, RV and Office, 56789",4.619047619047619,84.00000000000001
99,"DOBERMAN SECURITY Ultra-Slim Window Alarm 2 PACK with Loud 100dB Alarm and Vibration Sensors &ndash; Modern &amp; Ultra-Thin Design Compatible with Virtually Any Window &ndash; Perfect for Home, Office, Dorm Room or Even RVs &ndash; Model SE-0106-2PK",4.615384615384615,26.000000000000004
100,"ProCase Samsung Galaxy Tab S2 9.7 Case - Leather Stand Folio Case Cover for Galaxy Tab S2 Tablet (9.7 inch, SM-T810 T815 T813) -Red",4.615384615384615,13.000000000000002
101,"XS Earbuds with Microphone and Volume Control, Bluetooth Headphones Noise Canceling, XS Max Earphones with Mic for IP 7 8 X XR(Bluetooth Connectivity)",4.615384615384615,13.000000000000002
102,"OtterBox Defender Series Case for iPad Pro (9.7&quot; Version), Very Berry (Hibiscus/Pink/Damson Purple), Retail Packaging (77-53676)",4.6,25.000000000000004
103,"Fintie NVIDIA SHIELD K1 Tablet SlimShell Case - Slim Lightweight Stand Cover with Auto Wake/Sleep Feature for 2015 NVIDIA Shield Tablet K-1 8.0 Inch, Fit for 2014 NVIDIA Shield 2 8&quot;, Black",4.6,15.000000000000002
104,Galaxy Tab S2 9.7 Case - Poetic [Turtle Skin Series]-[Corner/Bumper Protection][Tactile Side Grip][Sound-Amplification][Bottom Air Vents] Protective Silicone Case for Samsung Galaxy Tab S2 9.7 Black,4.6,10.0
105,"Microsoft Surface 3 Case, Compatible Surface 3 Type Cover, Valkit Folio Slim PU Leather Stand Cases and Covers With Stylus Pen Holder Compatible for Surface 3 10.8 inch Original Keyboard, Blue",4.6,10.0
106,OtterBox DEFENDER SERIES Case for iPad Mini 4 (ONLY) - Frustration Free Packaging - BLACK,4.6,10.0
107,Poetic Lumos iPad Pro 12.9 TPU Case Cover With [Keyboard Compatible][Pencil Holder]Ultra-Thin Impact Resistant Flexible Soft Transparent Case for Apple iPad Pro 12.9 (1st Gen 2015) Frosted Clear,4.6,10.0
108,StarTech.com 10 ft Certified DisplayPort 1.2 Cable with Latches M/M - DisplayPort 4k with HBR2 support - High Resolution DP to DP Cable,4.6,10.0
109,"amFilm Galaxy Tab A 8.0 Screen Protector Glass, 2015 Tempered Glass Screen Protector for Samsung Galaxy Tab A 8 inch, 2015 Version (Model SM-T350) 1 - Pack",4.6,10.0
110,Ubiquiti Unifi Ap-AC Lite - Wireless Access Point - 802.11 B/A/G/n/AC (UAPACLITEUS),4.589285714285714,56.0
111,"tomtoc 360&deg; Protective Laptop Sleeve Compatible with 15&rdquo; MacBook Pro Retina 2012-2015 | 15&quot; Surface Book 2, 15 Inch Ultrabook Notebook Tablet Case Cover with Front Accessory Pocket",4.589285714285714,56.0
112,Ubiquiti EdgeRouter X Advanced Gigabit Ethernet Routers ER-X 256MB Storage 5 Gigabit RJ45 ports,4.583333333333333,12.0
113,APC LE1200 Line-R 1200VA Automatic Voltage Regulator,4.571428571428571,28.0
114,"OMOTON Screen Protector for All-New Fire HD 8 (2018/2017/2016 Release), Tempered Glass/HD/ 9H Hardness",4.571428571428571,14.0
115,"ProCase Surface Pro 6/Surface Pro Case 2017/Surface Pro 4 Case - Premium Folio Cover Case for Microsoft Surface Pro 6 / Surface Pro 2017/Pro 4, Compatible with Type Cover Keyboard -Purple",4.571428571428571,14.0
116,"Tripp Lite 10 Outlet Surge Protector Power Strip, 8ft Cord, Tel/DSL Protection, RJ11, 150,000 INSURANCE (TLP1008TEL)",4.565217391304348,184.0
117,3 x Silicone Skins for Compatible with Arlo Smart Security - 100% Wire-Free Cameras &mdash; by Wasserstein (Black),4.5625,16.0
118,OtterBox 77-54006 Defender Series Case for Samsung Galaxy TAB S2 9.7&quot; (ONLY) - Retail Packaging - Black,4.5625,16.0
119,"EVGA 500 B1, 80+ BRONZE 500W Power Supply, 3 Year Warranty, Includes FREE Power On Self Tester 100-B1-0500-KR",4.5588235294117645,34.0
120,"ProCase iPad Pro 12.9 2017/2015 Case (Old Model) - Stand Folio Case Cover for Apple iPad Pro 12.9 Inch (Both 2017 and 2015 Models), with Multiple Viewing Angles, Apple Pencil Holder -Brown",4.555555555555555,18.0
121,"2-Year Protection Plan plus Accident Protection for Fire Tablet (5th Generation, 2015 release) (delivered via email)",4.545454545454546,21.999999999999996
122,"Amcrest Blue Iris Professional Version 4 - Supports Many IP Camera Brands Including Amcrest, Zone Motion Detection, H.264 Compression Recording, E-mail And SMS Text Messaging Alerts!",4.545454545454546,10.999999999999998
123,Crucial MX500 2TB 3D NAND SATA 2.5 Inch Internal SSD - CT2000MX500SSD1,4.545454545454546,10.999999999999998
124,"Targus Mobile ViP 4-Wheeled Business and Overnight Rolling Case for 15.6-Inch Laptops, Black (TBR022)",4.545454545454546,10.999999999999998
125,"Lacdo EVA Shockproof Carrying Travel Case for Seagate Expansion Seagate Backup Plus Slim 1TB 2TB 4TB Portable External Hard Drive USB 3.0 2.5-Inch, GPS Camera and External Battery Pack",4.541666666666667,24.0
126,"MoKo Case for iPad Pro 9.7 - Slim Lightweight Smart Shell Stand Cover with Translucent Frosted Back Protector for Apple iPad Pro 9.7 Inch 2016 Release Tablet, Space Gray (with Auto Wake/Sleep)",4.54054054054054,37.0
127,Anker Tempered-Glass Screen Protector for iPad Mini/iPad Mini 2 / iPad Mini 3 with Retina display - Premium Crystal Clear w/ (Not compatible with iPad Mini 4),4.538461538461538,26.0
128,"i-Blason iPod Touch 6th Generation Case, [Heave Duty] Apple iTouch 5/6 Case Armorbox [Dual Layer] Hybrid Fullbody Case with Front Cover and Builtin Screen Protector/Impact Resistant Bumper (Black)",4.538461538461538,13.0
129,"iPad pro 9.7 inch Case, ESR Smart Case Cover [Synthetic Leather] Translucent Frosted Back Magnetic Cover with Auto Sleep/Wake Function [Light Weight] (Black)",4.538461538461538,13.0
130,Aiwa Exos-9 Portable Bluetooth Speaker,4.533333333333333,15.0
131,"MoKo Case for Kindle Paperwhite, Premium Thinnest and Lightest PU Leather Cover with Auto Wake / Sleep for Amazon All-New Kindle Paperwhite (Fits 2012, 2013, 2015 and 2016 Versions), Lucky Tree",4.533333333333333,15.0
132,OtterBox PROFILE SERIES Slim Case for iPad Mini 4 (ONLY) - Retail Packaging - MOONLESS NIGHT (BLACK),4.533333333333333,15.0
133,Vortex Optics Diamondback Roof Prism Binoculars,4.533333333333333,15.0
134,"CORSAIR CSM Series, CS550M, 550 Watt, 80+ Gold Certified, Semi Modular Power Supply",4.531914893617022,46.99999999999999
135,LUVVITT CLEAR GRIP Flexible Soft Transparent TPU Shockproof Rubber Back Cover for iPad Pro 9.7 inch - Clear,4.53125,32.0
136,AmazonBasics Hard Carrying Case for My Passport Essential,4.529411764705882,34.0
137,"1MORE Triple Driver In-Ear Earphones Hi-Res Headphones with High Resolution, Bass Driven Sound, MEMS Mic, In-Line Remote, High Fidelity for Smartphones/PC/Tablet - Gold",4.529411764705882,17.0
138,"Fintie Slim Shell Case for Samsung Galaxy Tab S2 8.0 - Ultra Lightweight Protective Stand Cover with Auto Sleep/Wake Feature for Samsung Galaxy Tab S2 / S2 Nook 8.0 Inch Tablet, Black",4.529411764705882,17.0
139,"Foscam HD 720P Outdoor WiFi Security Camera &ndash; Weatherproof IP66 Bullet / 1MP IP Wireless Surveillance Camera System with iOS/Android App, Night Vision up to 65ft, and More (FI9800P)",4.529411764705882,17.0
140,"COWIN E7 Active Noise Cancelling Headphones Bluetooth Headphones with Mic Deep Bass Wireless Headphones Over Ear, Comfortable Protein Earpads, 30H Playtime for Travel Work TV PC Cellphone - Black",4.526315789473684,19.0
141,"iPad Mini 2 Case, SUPCASE [Heavy Duty] iPad Mini Retina Case [Beetle Defense Series] Full-body Rugged Case Cover with Built-in Screen Protector, [Fit Apple iPad Mini, Not Fit iPad Mini 3&amp;4] (Black)",4.526315789473684,19.0
142,Ubiquiti Networks Unifi 802.11ac Dual-Radio PRO Access Point (UAP-AC-PRO-US),4.519230769230769,104.0
143,AmazonBasics 14-Inch Laptop Sleeve - Black,4.508620689655173,116.0
144,"WALI Bullet Dummy Fake Surveillance Security CCTV Dome Camera Indoor Outdoor with one LED Light + Warning Security Alert Sticker Decals (TC-S4), 4 Packs, Silver",4.5,30.0
145,"Reolink 4MP 8CH PoE Video Surveillance System, 2 x Bullet &amp; 2 x Dome Wired Outdoor 1440P PoE IP Cameras, 5MP/4MP Supported 8 Channel NVR Security System w/ 2TB HDD for 7/24 Recording RLK8-410B2D2",4.5,24.0
146,AmazonBasics UV Protection Lens Filter - 82 mm,4.5,22.0
147,AmazonBasics Carrying Case for GoPro - Small,4.5,16.0
148,"C2G 29803 16 AWG 1-to-4 Power Cord Splitter - NEMA 5-15P to 4 NEMA 5-15R, TAA Compliant, Black (1.5 Feet, 0.45 Meters)",4.5,16.0
149,"Rexing V1P 2.4&quot; LCD FHD 1080p 170 Degree Wide Angle Dual Channel Dashboard Camera Recorder Car Dash Cam with Rear Camera, G-Sensor, WDR, Loop Recording",4.5,16.0
150,Seasonic G Series 650 SSR-650RM 650W 80+ Gold ATX12V &amp; EPS12V Semi-Modular SLI Ready CrossFire Ready 105 &deg;C Japanese Capacitor 5 Year Warranty Power Supply,4.5,16.0
151,"Tripp Lite Isobar 12-Outlet Surge Protector, 15ft. Cord, 15A, 1U Rack-Mount, Metal, &amp; $25,000 INSURANCE (ISOBAR12ULTRA)",4.5,16.0
152,GGMM Hummingbird &quot;&quot; Full Metal Housing Dual Driver Noise-isolating Crystal Clear Sound In-Ear Headphones With One Button Mic (Titanium),4.5,14.0
153,"ProCase Samsung Galaxy Tab A 8.0 Case (2015 Old Model) - Standing Cover Folio Case for 2015 Galaxy Tab A Tablet (8.0 inch, SM-T350 P350) -Brown",4.5,14.0
154,"Tech Armor iPad Mini Glass Screen Protector, Premium Ballistic Glass Apple iPad Mini 1/2 / 3 Screen Protectors [1]",4.5,14.0
155,"1byone Thin and Shiny Indoor HDTV Antenna, 25 Miles Range with 16.5 Feet Extra Long High Performance Coaxial Cable",4.5,12.0
156,"Anker SoundCore Sport Portable Bluetooth Speaker [ IPX7 Waterproof/Dustproof Rating, 10-Hour Playtime ] Outdoor Wireless Shower Speaker with Enhanced Bass and Built-in Microphone",4.5,12.0
157,Motion Detector Alarm w/ Chime,4.5,12.0
158,"Tech Armor iPad Mini 4 Glass Screen Protector, Premium Ballistic Glass Apple iPad Mini 4 Screen Protectors [1]",4.5,12.0
159,Thule Gauntlet 3.0 13&quot; MacBook Pro Retina Sleeve (3203098),4.5,12.0
160, Case Logic SLRC-201 SLR Zoom Holster (Black) ,4.5,10.0
161,"Anker [2 Pack] Powerline Lightning Cable (6ft) Apple MFi Certified - Lightning Cables for iPhone Xs/XS Max/XR/X / 8/8 Plus / 7/7 Plus, iPad Mini / 4/3 / 2, iPad Pro Air 2",4.5,10.0
162,"Belkin 12-Outlet Advanced Power Strip Surge Protector with 8-Foot Power Cord and Telephone / Coaxial Protection, 4000 Joules, Black (BV112230-08-BLK)",4.5,10.0
163,BlueRigger Digital Optical Audio Toslink Cable (3 feet),4.5,10.0
164,Kensington SecureTrek 15&quot; Lockable Anti-Theft Laptop Backpack (K98617WW),4.5,10.0
165,"Linksys DOCSIS 3.0 8x4 Cable Modem Certified with Comcast Xfinity, Spectrum, Cox (CM3008)",4.5,10.0
166,"MoKo iPad Air 2 Case - Ultra Slim Lightweight Smart-shell Stand Cover Case with Rubberized back for Apple iPad Air 2 (iPad 6) 9.7 Inch iOS 8 Tablet, COFFEE (with Smart Cover Auto Sleep / wake)",4.5,10.0
167,OtterBox SYMMETRY SERIES for Microsoft Surface Pro 3 - Retail Packaging - SLATE (CLEAR/SLATE GREY),4.5,10.0
168,UAG MacBook Pro 13-inch with Retina Display (3rd Gen) Feather-Light Rugged [ICE] Military Drop Tested Laptop Case,4.5,10.0
169,"Anker Powerline+ Lightning Cable (3ft) with Pouch, Nylon Braided Charging Cable for iPhone, iPad and More (Gray)",4.483870967741935,31.000000000000004
